forecast_origin_utc,valid_time_utc,lead_hours,power_1_catboost,power_2_catboost,power_1_empirical_curve,power_2_empirical_curve,power_1_training_mean,power_2_training_mean
2026-01-31 18:00:00+00:00,2026-02-01 17:00:00+00:00,23,0.22333993371742816,0.17883686806853671,0.23679427641791845,0.21934368852475689,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 18:00:00+00:00,24,0.2389709697137316,0.2171949462418544,0.2655520336591409,0.2454393686663204,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 19:00:00+00:00,25,0.28976538344456026,0.24759741384219716,0.30764929422181503,0.2860382484646132,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 20:00:00+00:00,26,0.3184295967369361,0.2896811903275548,0.33729695297229956,0.3142494519239476,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 21:00:00+00:00,27,0.3403070265078869,0.3158515057204465,0.35711384048073086,0.3344393518540162,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 22:00:00+00:00,28,0.3820754828311821,0.3463641580510432,0.3904299577534354,0.36741568444822953,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 23:00:00+00:00,29,0.42554026731342265,0.3659357401924025,0.42017878803516623,0.39552614693245186,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 00:00:00+00:00,30,0.4541004822674572,0.41027272216560473,0.45444516620351044,0.42710665320025176,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 01:00:00+00:00,31,0.4332792190250289,0.39436733548193276,0.43780746503088724,0.411299837454308,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 02:00:00+00:00,32,0.4676706283802039,0.42083696879755855,0.4687594756488799,0.4396938168335952,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 03:00:00+00:00,33,0.5070421796831588,0.45690512062084176,0.5012590820366954,0.4713960508384207,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 04:00:00+00:00,34,0.5206381617247382,0.47696560364768126,0.5156694319226802,0.48619627683788696,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 05:00:00+00:00,35,0.587120111442087,0.5407775231065748,0.560524867791563,0.5304827564586801,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 06:00:00+00:00,36,0.6949200231909043,0.6530514530919511,0.6617322568163786,0.6331539085647198,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 07:00:00+00:00,37,0.7288028422277494,0.658055219603107,0.6898811550858185,0.6578648354625001,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 08:00:00+00:00,38,0.7265262051617516,0.6507993121752504,0.6845888914511445,0.6541419055829849,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 09:00:00+00:00,39,0.6549515557327455,0.6076158775507493,0.6222554843376198,0.5955427814062683,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 10:00:00+00:00,40,0.5662991832740162,0.5231439369287199,0.5438017689944638,0.5166855437290243,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 11:00:00+00:00,41,0.32195357384972556,0.2773458740532371,0.3258995135528258,0.3025506920172022,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 12:00:00+00:00,42,0.17174668339551416,0.15523322281856083,0.19359700313060768,0.17852291113576546,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 13:00:00+00:00,43,0.05134189989252508,0.03876713604291954,0.08417825756243168,0.07732395733290458,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 14:00:00+00:00,44,0.030030421671431495,0.022112968173247538,0.05646301130570974,0.0514505242002556,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 15:00:00+00:00,45,0.03207621793917326,0.02844384245112952,0.0625249570897263,0.05666613851293291,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 16:00:00+00:00,46,0.0417308812727355,0.03230633206173894,0.07453933557994187,0.06864544828758491,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 17:00:00+00:00,47,0.051660481886256215,0.046450520733766876,0.09076051142342953,0.08328207227339295,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 18:00:00+00:00,48,0.08891749372807528,0.07442489653869588,0.11800026970970824,0.10683267031942628,0.3736853865525423,0.36829703959695215
