issue_date,forecast_origin_utc,forecast_origin_local,run_time_utc,available_at_utc,source_fingerprint,model_version,is_february_target,lead_hours,power_normalized,temperature_c,turbine_id,valid_time_local,valid_time_utc,wind_speed_ms
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,23,0.23679427641791845,-0.3155551385220292,1,2026-02-01T22:00:00+05:00,2026-02-01T17:00:00+00:00,6.080393963475251
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,24,0.2655520336591409,-0.4816231966639748,1,2026-02-01T23:00:00+05:00,2026-02-01T18:00:00+00:00,6.309636656849513
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,1,0.009987947088760217,-1.023871117428314,2,2026-02-01T00:00:00+05:00,2026-01-31T19:00:00+00:00,0.335173906094462
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,2,0.009871709411758493,-1.1056160264348591,2,2026-02-01T01:00:00+05:00,2026-01-31T20:00:00+00:00,0.8766925509742336
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,3,0.011822133914916924,-1.2067767330744346,2,2026-02-01T02:00:00+05:00,2026-01-31T21:00:00+00:00,1.9334074256060356
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,4,0.03854690896644096,-1.5224544364672852,2,2026-02-01T03:00:00+05:00,2026-01-31T22:00:00+00:00,3.2746968243092405
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,5,0.07906003128260873,-2.0350683282139244,2,2026-02-01T04:00:00+05:00,2026-01-31T23:00:00+00:00,4.23715258504655
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,6,0.13291418405573563,-2.5953286636782877,2,2026-02-01T05:00:00+05:00,2026-02-01T00:00:00+00:00,5.09812235354044
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,7,0.1599585844587881,-3.0152754974153595,2,2026-02-01T06:00:00+05:00,2026-02-01T01:00:00+00:00,5.42169326517277
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,8,0.1727591722122055,-3.1065633467820817,2,2026-02-01T07:00:00+05:00,2026-02-01T02:00:00+00:00,5.562034171610733
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,9,0.08864460454204935,-2.5890688443568592,2,2026-02-01T08:00:00+05:00,2026-02-01T03:00:00+00:00,4.415380184810209
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,10,0.12242059732594024,-0.9486675152465978,2,2026-02-01T09:00:00+05:00,2026-02-01T04:00:00+00:00,4.958125759682881
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,11,0.17770837695961897,0.9386759525164621,2,2026-02-01T10:00:00+05:00,2026-02-01T05:00:00+00:00,5.616295420686085
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,12,0.19978071992887872,2.3791735375587564,2,2026-02-01T11:00:00+05:00,2026-02-01T06:00:00+00:00,5.835995232683139
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,13,0.20398562701967135,3.6115984289905896,2,2026-02-01T12:00:00+05:00,2026-02-01T07:00:00+00:00,5.872605519421894
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,14,0.1891407780691766,4.310941160743766,2,2026-02-01T13:00:00+05:00,2026-02-01T08:00:00+00:00,5.741636035147273
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,15,0.19763020089680586,4.472389811944993,2,2026-02-01T14:00:00+05:00,2026-02-01T09:00:00+00:00,5.817271604145963
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,16,0.19546089758870336,3.8379114176429994,2,2026-02-01T15:00:00+05:00,2026-02-01T10:00:00+00:00,5.798384429133972
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,17,0.16240480620787212,2.6235152605390795,2,2026-02-01T16:00:00+05:00,2026-02-01T11:00:00+00:00,5.4485127350461795
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,18,0.17572337751218303,1.2462263288800273,2,2026-02-01T17:00:00+05:00,2026-02-01T12:00:00+00:00,5.594532621422618
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,19,0.21463099020537332,0.77077700655542,2,2026-02-01T18:00:00+05:00,2026-02-01T13:00:00+00:00,5.965290040209551
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,20,0.1880656801103383,0.5038109746203645,2,2026-02-01T19:00:00+05:00,2026-02-01T14:00:00+00:00,5.729849059036533
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,21,0.1812172144862707,0.21821032990288813,2,2026-02-01T20:00:00+05:00,2026-02-01T15:00:00+00:00,5.654765016654628
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,22,0.1953694327748832,0.15696955658478373,2,2026-02-01T21:00:00+05:00,2026-02-01T16:00:00+00:00,5.7975880850083685
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,23,0.21934368852475689,-0.31834038591523495,2,2026-02-01T22:00:00+05:00,2026-02-01T17:00:00+00:00,6.006321443058777
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,2620a9dc19c7eecac65c8391dc6c03bf2facf1706f4c80a86769d90053f6b52f,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,24,0.2454393686663204,-0.4882047496393511,2,2026-02-01T23:00:00+05:00,2026-02-01T18:00:00+00:00,6.233525115339057
2026-02-01,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,2026-02-01T12:00:00+00:00,2026-02-01T16:01:19+00:00,c287f05f84a2335906cce2e496ab807c8a0c9cde5172abf9efa71d42e009010d,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,1,0.14737881768516078,-0.6870033771459703,1,2026-02-02T00:00:00+05:00,2026-02-01T19:00:00+00:00,5.212467618883115
2026-02-01,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,2026-02-01T12:00:00+00:00,2026-02-01T16:01:19+00:00,c287f05f84a2335906cce2e496ab807c8a0c9cde5172abf9efa71d42e009010d,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,2,0.20007623731179175,-0.9929078207919702,1,2026-02-02T01:00:00+05:00,2026-02-01T20:00:00+00:00,5.778019537338142
2026-02-01,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,2026-02-01T12:00:00+00:00,2026-02-01T16:01:19+00:00,c287f05f84a2335906cce2e496ab807c8a0c9cde5172abf9efa71d42e009010d,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,3,0.2444271418066668,-1.1571801125759862,1,2026-02-02T02:00:00+05:00,2026-02-01T21:00:00+00:00,6.143250895596102
2026-02-01,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,2026-02-01T12:00:00+00:00,2026-02-01T16:01:19+00:00,c287f05f84a2335906cce2e496ab807c8a0c9cde5172abf9efa71d42e009010d,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,4,0.2762472397933409,-1.4649979895160072,1,2026-02-02T03:00:00+05:00,2026-02-01T22:00:00+00:00,6.387781571465403
2026-02-01,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,2026-02-01T12:00:00+00:00,2026-02-01T16:01:19+00:00,c287f05f84a2335906cce2e496ab807c8a0c9cde5172abf9efa71d42e009010d,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,5,0.318517740155856,-1.6574722838519733,1,2026-02-02T04:00:00+05:00,2026-02-01T23:00:00+00:00,6.696632527693072
2026-02-01,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,2026-02-01T12:00:00+00:00,2026-02-01T16:01:19+00:00,c287f05f84a2335906cce2e496ab807c8a0c9cde5172abf9efa71d42e009010d,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,6,0.3651330566624827,-1.878863339130021,1,2026-02-02T05:00:00+05:00,2026-02-02T00:00:00+00:00,7.019231160946165
2026-02-01,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,2026-02-01T12:00:00+00:00,2026-02-01T16:01:19+00:00,c287f05f84a2335906cce2e496ab807c8a0c9cde5172abf9efa71d42e009010d,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,7,0.3807647324114539,-2.1560986220119958,1,2026-02-02T06:00:00+05:00,2026-02-02T01:00:00+00:00,7.126287915555935
2026-02-01,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,2026-02-01T12:00:00+00:00,2026-02-01T16:01:19+00:00,c287f05f84a2335906cce2e496ab807c8a0c9cde5172abf9efa71d42e009010d,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,8,0.38977057777867036,-2.3814563990259785,1,2026-02-02T07:00:00+05:00,2026-02-02T02:00:00+00:00,7.187966304553677
2026-02-01,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,2026-02-01T12:00:00+00:00,2026-02-01T16:01:19+00:00,c287f05f84a2335906cce2e496ab807c8a0c9cde5172abf9efa71d42e009010d,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,9,0.4313268472472261,-1.7370712422940073,1,2026-02-02T08:00:00+05:00,2026-02-02T03:00:00+00:00,7.4612448503034825
2026-02-01,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,2026-02-01T12:00:00+00:00,2026-02-01T16:01:19+00:00,c287f05f84a2335906cce2e496ab807c8a0c9cde5172abf9efa71d42e009010d,february-empirical-v1:204ed64bc6d9fa64157d2256888ae687070ec6f9d0d554829fd4d8827c29541c,True,10,0.4469801319888786,0.1705572199720109,1,2026-02-02T09:00:00+05:00,2026-02-02T04:00:00+00:00,7.562993276814422
