issue_date,forecast_origin_utc,forecast_origin_local,run_time_utc,available_at_utc,source_fingerprint,model_version,turbine_id,valid_time_utc,valid_time_local,lead_hours,power_normalized,wind_speed_ms,temperature_c,is_february_target
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T05:00:00+00:00,2026-02-01T10:00:00+05:00,11,0.3366362427718638,5.681197153468593,0.9363026061100186,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T06:00:00+00:00,2026-02-01T11:00:00+05:00,12,0.36724988327897945,5.900383940755206,2.3723508303280028,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T07:00:00+00:00,2026-02-01T12:00:00+05:00,13,0.37291353252511716,5.940934396761594,3.612639786044042,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T08:00:00+00:00,2026-02-01T13:00:00+05:00,14,0.35354488554402574,5.802259236422946,4.31781095147403,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T09:00:00+00:00,2026-02-01T14:00:00+05:00,15,0.3638967988960568,5.876376609996131,4.482764287103976,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T10:00:00+00:00,2026-02-01T15:00:00+05:00,16,0.36195154261679885,5.862449012126791,3.8482616635540126,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T11:00:00+00:00,2026-02-01T16:00:00+05:00,17,0.3151217812820871,5.521924915172657,2.641123416996038,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T12:00:00+00:00,2026-02-01T17:00:00+05:00,18,0.3353253835073535,5.671811695678753,1.2571848219999993,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T13:00:00+00:00,2026-02-01T18:00:00+05:00,19,0.38764830693698726,6.046432070714488,0.7883240075639719,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T14:00:00+00:00,2026-02-01T19:00:00+05:00,20,0.3535329817146558,5.802174007679394,0.51735251766803,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T15:00:00+00:00,2026-02-01T20:00:00+05:00,21,0.3433502797249589,5.7292681494395055,0.23029266397003312,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T16:00:00+00:00,2026-02-01T21:00:00+05:00,22,0.36338655923865004,5.872723408697605,0.1712946439780012,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T17:00:00+00:00,2026-02-01T22:00:00+05:00,23,0.3923917369073334,6.080393963475251,-0.3155551385220292,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T18:00:00+00:00,2026-02-01T23:00:00+05:00,24,0.42558106020118386,6.309636656849513,-0.4816231966639748,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T19:00:00+00:00,2026-02-02T00:00:00+05:00,25,0.47045949398409326,6.617221830146327,-0.7188534707700001,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T20:00:00+00:00,2026-02-02T01:00:00+05:00,26,0.49989350554927625,6.828589865034679,-0.933170862146028,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T21:00:00+00:00,2026-02-02T02:00:00+05:00,27,0.5186292593412019,6.964309905367473,-1.1181218302319849,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T22:00:00+00:00,2026-02-02T03:00:00+05:00,28,0.5502923257305106,7.1924822042746435,-1.4350303704100043,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-01T23:00:00+00:00,2026-02-02T04:00:00+05:00,29,0.5795564999645432,7.388780987146405,-1.707856485358036,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T00:00:00+00:00,2026-02-02T05:00:00+05:00,30,0.612761928312685,7.611516989103893,-1.9327631721940293,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T01:00:00+00:00,2026-02-02T06:00:00+05:00,31,0.596639360837033,7.50336972525396,-1.9158165912479603,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T02:00:00+00:00,2026-02-02T07:00:00+05:00,32,0.6266330405237923,7.704561898635339,-1.883156153643995,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T03:00:00+00:00,2026-02-02T08:00:00+05:00,33,0.6558390788299853,7.928585668164641,-1.2577563480840013,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T04:00:00+00:00,2026-02-02T09:00:00+05:00,34,0.6689840338118513,8.029469847720655,0.5031505330100003,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T05:00:00+00:00,2026-02-02T10:00:00+05:00,35,0.7088752084494776,8.334476157518257,2.170524329720024,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T06:00:00+00:00,2026-02-02T11:00:00+05:00,36,0.7956786775947278,9.009435672626697,3.6380498109400037,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T07:00:00+00:00,2026-02-02T12:00:00+05:00,37,0.8210011755821347,9.215048125120065,4.821867719074021,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T08:00:00+00:00,2026-02-02T13:00:00+05:00,38,0.8162403023872024,9.176391006296052,5.833293436752001,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T09:00:00+00:00,2026-02-02T14:00:00+05:00,39,0.7603310337571987,8.724955129542778,6.0868758947640345,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T10:00:00+00:00,2026-02-02T15:00:00+05:00,40,0.6946460272588628,8.226419107588413,5.351251899686019,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T11:00:00+00:00,2026-02-02T16:00:00+05:00,41,0.48911786690618475,6.750532151024674,3.42885272348002,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T12:00:00+00:00,2026-02-02T17:00:00+05:00,42,0.34162563044646643,5.7169200481262665,1.5673512083980654,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T13:00:00+00:00,2026-02-02T18:00:00+05:00,43,0.17154348006671047,4.272488272482279,0.6085223646560394,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T14:00:00+00:00,2026-02-02T19:00:00+05:00,44,0.1258077461959642,3.684556617128383,0.2829130373600037,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T15:00:00+00:00,2026-02-02T20:00:00+05:00,45,0.135802093235996,3.8269155921433966,0.23583346603601285,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T16:00:00+00:00,2026-02-02T21:00:00+05:00,46,0.15452449460629009,4.07736420275749,0.431727749812012,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T17:00:00+00:00,2026-02-02T22:00:00+05:00,47,0.18105535895925653,4.381542747236913,0.3601038544559856,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,1,2026-02-02T18:00:00+00:00,2026-02-02T23:00:00+05:00,48,0.22715686313786496,4.817268030447327,0.44900506519798,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-01-31T19:00:00+00:00,2026-02-01T00:00:00+05:00,1,0.010661084724057825,0.335173906094462,-1.023871117428314,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-01-31T20:00:00+00:00,2026-02-01T01:00:00+05:00,2,0.016081385275582675,0.8766925509742336,-1.1056160264348591,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-01-31T21:00:00+00:00,2026-02-01T02:00:00+05:00,3,0.04042397217445567,1.9334074256060356,-1.2067767330744346,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-01-31T22:00:00+00:00,2026-02-01T03:00:00+05:00,4,0.09857930294988676,3.2746968243092405,-1.5224544364672852,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-01-31T23:00:00+00:00,2026-02-01T04:00:00+05:00,5,0.16983101968850783,4.23715258504655,-2.0350683282139244,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-02-01T00:00:00+00:00,2026-02-01T05:00:00+05:00,6,0.26229380724288204,5.09812235354044,-2.5953286636782877,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-02-01T01:00:00+00:00,2026-02-01T06:00:00+05:00,7,0.3046459268587472,5.42169326517277,-3.0152754974153595,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-02-01T02:00:00+00:00,2026-02-01T07:00:00+05:00,8,0.323789068893845,5.562034171610733,-3.1065633467820817,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-02-01T03:00:00+00:00,2026-02-01T08:00:00+05:00,9,0.1853519601592612,4.415380184810209,-2.5890688443568592,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-02-01T04:00:00+00:00,2026-02-01T09:00:00+05:00,10,0.24416594341646353,4.958125759682881,-0.9486675152465978,True
2026-01-31,2026-01-31T18:00:00+00:00,2026-01-31T23:00:00+05:00,2026-01-31T12:00:00+00:00,2026-01-31T15:59:20+00:00,8bab22c0de27a30b22de7084c9120bb66a0df13097d1fcc083a44f52ff7bf239,gfs-ml-v1:30e504d3fa915c28313a72a3c8f0d5412a78763b1207789a749d094d1a620668,2,2026-02-01T05:00:00+00:00,2026-02-01T10:00:00+05:00,11,0.3314658859242695,5.616295420686085,0.9386759525164621,True
