forecast_origin_utc,valid_time_utc,lead_hours,utc_offset_hours,timezone_hypothesis,valid_time_naive,model,1,2
2026-01-31 18:00:00+00:00,2026-02-01 02:00:00+00:00,8,5,UTC+5,2026-02-01 07:00:00,empirical_curve,0.18565430615565245,0.1727591722122055
2026-01-31 18:00:00+00:00,2026-02-01 02:00:00+00:00,8,5,UTC+5,2026-02-01 07:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 03:00:00+00:00,9,5,UTC+5,2026-02-01 08:00:00,catboost,0.04310958530897813,0.03820491082453137
2026-01-31 18:00:00+00:00,2026-02-01 03:00:00+00:00,9,5,UTC+5,2026-02-01 08:00:00,empirical_curve,0.0963985497698076,0.08864460454204935
2026-01-31 18:00:00+00:00,2026-02-01 03:00:00+00:00,9,5,UTC+5,2026-02-01 08:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 04:00:00+00:00,10,5,UTC+5,2026-02-01 09:00:00,catboost,0.0859806641102005,0.07898899644613461
2026-01-31 18:00:00+00:00,2026-02-01 04:00:00+00:00,10,5,UTC+5,2026-02-01 09:00:00,empirical_curve,0.1346827067568936,0.12242059732594024
2026-01-31 18:00:00+00:00,2026-02-01 04:00:00+00:00,10,5,UTC+5,2026-02-01 09:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 05:00:00+00:00,11,5,UTC+5,2026-02-01 10:00:00,catboost,0.16557252577177592,0.14709096193704205
2026-01-31 18:00:00+00:00,2026-02-01 05:00:00+00:00,11,5,UTC+5,2026-02-01 10:00:00,empirical_curve,0.19027442813365833,0.17770837695961897
2026-01-31 18:00:00+00:00,2026-02-01 05:00:00+00:00,11,5,UTC+5,2026-02-01 10:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 06:00:00+00:00,12,5,UTC+5,2026-02-01 11:00:00,catboost,0.18699267894500848,0.16851261421863215
2026-01-31 18:00:00+00:00,2026-02-01 06:00:00+00:00,12,5,UTC+5,2026-02-01 11:00:00,empirical_curve,0.21493523516840385,0.19978071992887872
2026-01-31 18:00:00+00:00,2026-02-01 06:00:00+00:00,12,5,UTC+5,2026-02-01 11:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 07:00:00+00:00,13,5,UTC+5,2026-02-01 12:00:00,catboost,0.19578029517917578,0.17108853336642293
2026-01-31 18:00:00+00:00,2026-02-01 07:00:00+00:00,13,5,UTC+5,2026-02-01 12:00:00,empirical_curve,0.21985937259773353,0.20398562701967135
2026-01-31 18:00:00+00:00,2026-02-01 07:00:00+00:00,13,5,UTC+5,2026-02-01 12:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 08:00:00+00:00,14,5,UTC+5,2026-02-01 13:00:00,catboost,0.18673049883198906,0.17069260597247327
2026-01-31 18:00:00+00:00,2026-02-01 08:00:00+00:00,14,5,UTC+5,2026-02-01 13:00:00,empirical_curve,0.20301972109210656,0.1891407780691766
2026-01-31 18:00:00+00:00,2026-02-01 08:00:00+00:00,14,5,UTC+5,2026-02-01 13:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 09:00:00+00:00,15,5,UTC+5,2026-02-01 14:00:00,catboost,0.18684211108455118,0.17334807256017123
2026-01-31 18:00:00+00:00,2026-02-01 09:00:00+00:00,15,5,UTC+5,2026-02-01 14:00:00,empirical_curve,0.21201996842145446,0.19763020089680586
2026-01-31 18:00:00+00:00,2026-02-01 09:00:00+00:00,15,5,UTC+5,2026-02-01 14:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 10:00:00+00:00,16,5,UTC+5,2026-02-01 15:00:00,catboost,0.18684211108455118,0.1718842180067206
2026-01-31 18:00:00+00:00,2026-02-01 10:00:00+00:00,16,5,UTC+5,2026-02-01 15:00:00,empirical_curve,0.21032870739202808,0.19546089758870336
2026-01-31 18:00:00+00:00,2026-02-01 10:00:00+00:00,16,5,UTC+5,2026-02-01 15:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 11:00:00+00:00,17,5,UTC+5,2026-02-01 16:00:00,catboost,0.1678262913602657,0.1280755707271931
2026-01-31 18:00:00+00:00,2026-02-01 11:00:00+00:00,17,5,UTC+5,2026-02-01 16:00:00,empirical_curve,0.17546056823396605,0.16240480620787212
2026-01-31 18:00:00+00:00,2026-02-01 11:00:00+00:00,17,5,UTC+5,2026-02-01 16:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 12:00:00+00:00,18,5,UTC+5,2026-02-01 17:00:00,catboost,0.1709588712314286,0.1496023771456956
2026-01-31 18:00:00+00:00,2026-02-01 12:00:00+00:00,18,5,UTC+5,2026-02-01 17:00:00,empirical_curve,0.1894014897089792,0.17572337751218303
2026-01-31 18:00:00+00:00,2026-02-01 12:00:00+00:00,18,5,UTC+5,2026-02-01 17:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 13:00:00+00:00,19,5,UTC+5,2026-02-01 18:00:00,catboost,0.21285559475162608,0.18173602484260146
2026-01-31 18:00:00+00:00,2026-02-01 13:00:00+00:00,19,5,UTC+5,2026-02-01 18:00:00,empirical_curve,0.23267020374934455,0.21463099020537332
2026-01-31 18:00:00+00:00,2026-02-01 13:00:00+00:00,19,5,UTC+5,2026-02-01 18:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 14:00:00+00:00,20,5,UTC+5,2026-02-01 19:00:00,catboost,0.1721145961701442,0.15544533896177948
2026-01-31 18:00:00+00:00,2026-02-01 14:00:00+00:00,20,5,UTC+5,2026-02-01 19:00:00,empirical_curve,0.20300937156493687,0.1880656801103383
2026-01-31 18:00:00+00:00,2026-02-01 14:00:00+00:00,20,5,UTC+5,2026-02-01 19:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 15:00:00+00:00,21,5,UTC+5,2026-02-01 20:00:00,catboost,0.16375914334029368,0.15127569968075494
2026-01-31 18:00:00+00:00,2026-02-01 15:00:00+00:00,21,5,UTC+5,2026-02-01 20:00:00,empirical_curve,0.19474549608103414,0.1812172144862707
2026-01-31 18:00:00+00:00,2026-02-01 15:00:00+00:00,21,5,UTC+5,2026-02-01 20:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 16:00:00+00:00,22,5,UTC+5,2026-02-01 21:00:00,catboost,0.17378015936638427,0.16202905592204728
2026-01-31 18:00:00+00:00,2026-02-01 16:00:00+00:00,22,5,UTC+5,2026-02-01 21:00:00,empirical_curve,0.21157635157906643,0.1953694327748832
2026-01-31 18:00:00+00:00,2026-02-01 16:00:00+00:00,22,5,UTC+5,2026-02-01 21:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 17:00:00+00:00,23,5,UTC+5,2026-02-01 22:00:00,catboost,0.22333993371742816,0.17883686806853671
2026-01-31 18:00:00+00:00,2026-02-01 17:00:00+00:00,23,5,UTC+5,2026-02-01 22:00:00,empirical_curve,0.23679427641791845,0.21934368852475689
2026-01-31 18:00:00+00:00,2026-02-01 17:00:00+00:00,23,5,UTC+5,2026-02-01 22:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 18:00:00+00:00,24,5,UTC+5,2026-02-01 23:00:00,catboost,0.2389709697137316,0.2171949462418544
2026-01-31 18:00:00+00:00,2026-02-01 18:00:00+00:00,24,5,UTC+5,2026-02-01 23:00:00,empirical_curve,0.2655520336591409,0.2454393686663204
2026-01-31 18:00:00+00:00,2026-02-01 18:00:00+00:00,24,5,UTC+5,2026-02-01 23:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 19:00:00+00:00,25,5,UTC+5,2026-02-02 00:00:00,catboost,0.28976538344456026,0.24759741384219716
2026-01-31 18:00:00+00:00,2026-02-01 19:00:00+00:00,25,5,UTC+5,2026-02-02 00:00:00,empirical_curve,0.30764929422181503,0.2860382484646132
2026-01-31 18:00:00+00:00,2026-02-01 19:00:00+00:00,25,5,UTC+5,2026-02-02 00:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 20:00:00+00:00,26,5,UTC+5,2026-02-02 01:00:00,catboost,0.3184295967369361,0.2896811903275548
2026-01-31 18:00:00+00:00,2026-02-01 20:00:00+00:00,26,5,UTC+5,2026-02-02 01:00:00,empirical_curve,0.33729695297229956,0.3142494519239476
2026-01-31 18:00:00+00:00,2026-02-01 20:00:00+00:00,26,5,UTC+5,2026-02-02 01:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 21:00:00+00:00,27,5,UTC+5,2026-02-02 02:00:00,catboost,0.3403070265078869,0.3158515057204465
2026-01-31 18:00:00+00:00,2026-02-01 21:00:00+00:00,27,5,UTC+5,2026-02-02 02:00:00,empirical_curve,0.35711384048073086,0.3344393518540162
2026-01-31 18:00:00+00:00,2026-02-01 21:00:00+00:00,27,5,UTC+5,2026-02-02 02:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 22:00:00+00:00,28,5,UTC+5,2026-02-02 03:00:00,catboost,0.3820754828311821,0.3463641580510432
2026-01-31 18:00:00+00:00,2026-02-01 22:00:00+00:00,28,5,UTC+5,2026-02-02 03:00:00,empirical_curve,0.3904299577534354,0.36741568444822953
2026-01-31 18:00:00+00:00,2026-02-01 22:00:00+00:00,28,5,UTC+5,2026-02-02 03:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-01 23:00:00+00:00,29,5,UTC+5,2026-02-02 04:00:00,catboost,0.42554026731342265,0.3659357401924025
2026-01-31 18:00:00+00:00,2026-02-01 23:00:00+00:00,29,5,UTC+5,2026-02-02 04:00:00,empirical_curve,0.42017878803516623,0.39552614693245186
2026-01-31 18:00:00+00:00,2026-02-01 23:00:00+00:00,29,5,UTC+5,2026-02-02 04:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 00:00:00+00:00,30,5,UTC+5,2026-02-02 05:00:00,catboost,0.4541004822674572,0.41027272216560473
2026-01-31 18:00:00+00:00,2026-02-02 00:00:00+00:00,30,5,UTC+5,2026-02-02 05:00:00,empirical_curve,0.45444516620351044,0.42710665320025176
2026-01-31 18:00:00+00:00,2026-02-02 00:00:00+00:00,30,5,UTC+5,2026-02-02 05:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 01:00:00+00:00,31,5,UTC+5,2026-02-02 06:00:00,catboost,0.4332792190250289,0.39436733548193276
2026-01-31 18:00:00+00:00,2026-02-02 01:00:00+00:00,31,5,UTC+5,2026-02-02 06:00:00,empirical_curve,0.43780746503088724,0.411299837454308
2026-01-31 18:00:00+00:00,2026-02-02 01:00:00+00:00,31,5,UTC+5,2026-02-02 06:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 02:00:00+00:00,32,5,UTC+5,2026-02-02 07:00:00,catboost,0.4676706283802039,0.42083696879755855
2026-01-31 18:00:00+00:00,2026-02-02 02:00:00+00:00,32,5,UTC+5,2026-02-02 07:00:00,empirical_curve,0.4687594756488799,0.4396938168335952
2026-01-31 18:00:00+00:00,2026-02-02 02:00:00+00:00,32,5,UTC+5,2026-02-02 07:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 03:00:00+00:00,33,5,UTC+5,2026-02-02 08:00:00,catboost,0.5070421796831588,0.45690512062084176
2026-01-31 18:00:00+00:00,2026-02-02 03:00:00+00:00,33,5,UTC+5,2026-02-02 08:00:00,empirical_curve,0.5012590820366954,0.4713960508384207
2026-01-31 18:00:00+00:00,2026-02-02 03:00:00+00:00,33,5,UTC+5,2026-02-02 08:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 04:00:00+00:00,34,5,UTC+5,2026-02-02 09:00:00,catboost,0.5206381617247382,0.47696560364768126
2026-01-31 18:00:00+00:00,2026-02-02 04:00:00+00:00,34,5,UTC+5,2026-02-02 09:00:00,empirical_curve,0.5156694319226802,0.48619627683788696
2026-01-31 18:00:00+00:00,2026-02-02 04:00:00+00:00,34,5,UTC+5,2026-02-02 09:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 05:00:00+00:00,35,5,UTC+5,2026-02-02 10:00:00,catboost,0.587120111442087,0.5407775231065748
2026-01-31 18:00:00+00:00,2026-02-02 05:00:00+00:00,35,5,UTC+5,2026-02-02 10:00:00,empirical_curve,0.560524867791563,0.5304827564586801
2026-01-31 18:00:00+00:00,2026-02-02 05:00:00+00:00,35,5,UTC+5,2026-02-02 10:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 06:00:00+00:00,36,5,UTC+5,2026-02-02 11:00:00,catboost,0.6949200231909043,0.6530514530919511
2026-01-31 18:00:00+00:00,2026-02-02 06:00:00+00:00,36,5,UTC+5,2026-02-02 11:00:00,empirical_curve,0.6617322568163786,0.6331539085647198
2026-01-31 18:00:00+00:00,2026-02-02 06:00:00+00:00,36,5,UTC+5,2026-02-02 11:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 07:00:00+00:00,37,5,UTC+5,2026-02-02 12:00:00,catboost,0.7288028422277494,0.658055219603107
2026-01-31 18:00:00+00:00,2026-02-02 07:00:00+00:00,37,5,UTC+5,2026-02-02 12:00:00,empirical_curve,0.6898811550858185,0.6578648354625001
2026-01-31 18:00:00+00:00,2026-02-02 07:00:00+00:00,37,5,UTC+5,2026-02-02 12:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 08:00:00+00:00,38,5,UTC+5,2026-02-02 13:00:00,catboost,0.7265262051617516,0.6507993121752504
2026-01-31 18:00:00+00:00,2026-02-02 08:00:00+00:00,38,5,UTC+5,2026-02-02 13:00:00,empirical_curve,0.6845888914511445,0.6541419055829849
2026-01-31 18:00:00+00:00,2026-02-02 08:00:00+00:00,38,5,UTC+5,2026-02-02 13:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 09:00:00+00:00,39,5,UTC+5,2026-02-02 14:00:00,catboost,0.6549515557327455,0.6076158775507493
2026-01-31 18:00:00+00:00,2026-02-02 09:00:00+00:00,39,5,UTC+5,2026-02-02 14:00:00,empirical_curve,0.6222554843376198,0.5955427814062683
2026-01-31 18:00:00+00:00,2026-02-02 09:00:00+00:00,39,5,UTC+5,2026-02-02 14:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 10:00:00+00:00,40,5,UTC+5,2026-02-02 15:00:00,catboost,0.5662991832740162,0.5231439369287199
2026-01-31 18:00:00+00:00,2026-02-02 10:00:00+00:00,40,5,UTC+5,2026-02-02 15:00:00,empirical_curve,0.5438017689944638,0.5166855437290243
2026-01-31 18:00:00+00:00,2026-02-02 10:00:00+00:00,40,5,UTC+5,2026-02-02 15:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 11:00:00+00:00,41,5,UTC+5,2026-02-02 16:00:00,catboost,0.32195357384972556,0.2773458740532371
2026-01-31 18:00:00+00:00,2026-02-02 11:00:00+00:00,41,5,UTC+5,2026-02-02 16:00:00,empirical_curve,0.3258995135528258,0.3025506920172022
2026-01-31 18:00:00+00:00,2026-02-02 11:00:00+00:00,41,5,UTC+5,2026-02-02 16:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 12:00:00+00:00,42,5,UTC+5,2026-02-02 17:00:00,catboost,0.17174668339551416,0.15523322281856083
2026-01-31 18:00:00+00:00,2026-02-02 12:00:00+00:00,42,5,UTC+5,2026-02-02 17:00:00,empirical_curve,0.19359700313060768,0.17852291113576546
2026-01-31 18:00:00+00:00,2026-02-02 12:00:00+00:00,42,5,UTC+5,2026-02-02 17:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 13:00:00+00:00,43,5,UTC+5,2026-02-02 18:00:00,catboost,0.05134189989252508,0.03876713604291954
2026-01-31 18:00:00+00:00,2026-02-02 13:00:00+00:00,43,5,UTC+5,2026-02-02 18:00:00,empirical_curve,0.08417825756243168,0.07732395733290458
2026-01-31 18:00:00+00:00,2026-02-02 13:00:00+00:00,43,5,UTC+5,2026-02-02 18:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 14:00:00+00:00,44,5,UTC+5,2026-02-02 19:00:00,catboost,0.030030421671431495,0.022112968173247538
2026-01-31 18:00:00+00:00,2026-02-02 14:00:00+00:00,44,5,UTC+5,2026-02-02 19:00:00,empirical_curve,0.05646301130570974,0.0514505242002556
2026-01-31 18:00:00+00:00,2026-02-02 14:00:00+00:00,44,5,UTC+5,2026-02-02 19:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 15:00:00+00:00,45,5,UTC+5,2026-02-02 20:00:00,catboost,0.03207621793917326,0.02844384245112952
2026-01-31 18:00:00+00:00,2026-02-02 15:00:00+00:00,45,5,UTC+5,2026-02-02 20:00:00,empirical_curve,0.0625249570897263,0.05666613851293291
2026-01-31 18:00:00+00:00,2026-02-02 15:00:00+00:00,45,5,UTC+5,2026-02-02 20:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 16:00:00+00:00,46,5,UTC+5,2026-02-02 21:00:00,catboost,0.0417308812727355,0.03230633206173894
2026-01-31 18:00:00+00:00,2026-02-02 16:00:00+00:00,46,5,UTC+5,2026-02-02 21:00:00,empirical_curve,0.07453933557994187,0.06864544828758491
2026-01-31 18:00:00+00:00,2026-02-02 16:00:00+00:00,46,5,UTC+5,2026-02-02 21:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 17:00:00+00:00,47,5,UTC+5,2026-02-02 22:00:00,catboost,0.051660481886256215,0.046450520733766876
2026-01-31 18:00:00+00:00,2026-02-02 17:00:00+00:00,47,5,UTC+5,2026-02-02 22:00:00,empirical_curve,0.09076051142342953,0.08328207227339295
2026-01-31 18:00:00+00:00,2026-02-02 17:00:00+00:00,47,5,UTC+5,2026-02-02 22:00:00,training_mean,0.3736853865525423,0.36829703959695215
2026-01-31 18:00:00+00:00,2026-02-02 18:00:00+00:00,48,5,UTC+5,2026-02-02 23:00:00,catboost,0.08891749372807528,0.07442489653869588
2026-01-31 18:00:00+00:00,2026-02-02 18:00:00+00:00,48,5,UTC+5,2026-02-02 23:00:00,empirical_curve,0.11800026970970824,0.10683267031942628
2026-01-31 18:00:00+00:00,2026-02-02 18:00:00+00:00,48,5,UTC+5,2026-02-02 23:00:00,training_mean,0.3736853865525423,0.36829703959695215
